campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;119;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;143;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;137;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;164;
Campus São Borja;Pós-Graduação;Especialização em Políticas Públicas;Especialização;Integral;16;
Campus São Borja;Pós-Graduação;Especialização em Serviço Social e Direitos Humanos;Especialização;Integral;25;
Campus São Borja;Pós-Graduação;ESPECIALIZAÇÃO EM ATIVIDADES CRIATIVAS E CULTURAIS;Especialização;Integral;18;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;96;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;110;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;77;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;140;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;135;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;6;
Campus São Gabriel;Pós-Graduação;Especialização em Educação: Interdisciplinaridade  e Transversalidade;Especialização;Integral;25;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;28;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;26;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;100;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;152;
Campus Uruguaiana;Graduação;Educação Física;Licenciatura Plena;Noturno;174;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;221;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;215;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;264;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;403;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;33;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;29;
Campus Uruguaiana;Pós-Graduação;ESPECIALIZAÇÃO EM EDUCAÇÃO EM CIÊNCIAS;Especialização;Matutino;44;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;34;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;23;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;20;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;24;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;81;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;5;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;72;
