campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;125;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;95;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;159;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;179;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;14;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;19;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;28;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;128;
Campus Uruguaiana;Graduação;Bacharelado em Medicina;Bacharelado;Integral;92;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;197;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;260;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;244;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;295;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;219;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;437;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;35;
Campus Uruguaiana;Pós-Graduação;Doutorado em Ciências Fisiológicas;Doutorado;Integral;2;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;15;
Campus Uruguaiana;Pós-Graduação;Especialização em Atividade Física e Saúde;Especialização;Noturno;50;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Noturno;28;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação em Ciências;Especialização;Matutino;5;
Campus Uruguaiana;Pós-Graduação;Especialização em Neurociência Aplicada à Educação;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;34;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;31;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;28;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Fisiológicas;Mestrado;Integral;7;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA EM MEDICINA VETERINÁRIA;Especialização;Integral;17;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE COLETIVA;Especialização;Integral;14;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE MENTAL COLETIVA;Especialização;Integral;16;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM URGÊNCIA E EMERGÊNCIA;Especialização;Integral;21;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;58;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;203;
