campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;123;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;54;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;138;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;177;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;72;
Campus Jaguarão;Pós-Graduação;Especialização em  Gestão da Educação  Básica: Articulações Entre o Político e o  Pedagógico;Especialização;Integral;28;
Campus Jaguarão;Pós-Graduação;Especialização em Cidades,Culturas e Fronteira;Especialização;Integral;21;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;37;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Integral;17;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Matutino;37;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;16;
Campus Jaguarão;Pós-Graduação;Especialização em Metodologia no Ensino de Línguas e Literatura;Especialização;Integral;5;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Clínica e Institucional;Especialização;Integral;30;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Institucional;Especialização;Integral;27;
Campus Jaguarão;Pós-Graduação;Especialização em Tecnologias Digitais e Educação;Especialização;Integral;22;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;65;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;178;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;233;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;177;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;89;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;142;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;177;
Campus Santana do Livramento;Pós-Graduação;Especialização em Desenvolvimento em Regiões de Fronteira;Especialização;Integral;7;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Estratégica de Pequenas e Médias  Empresas;Especialização;Integral;22;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;30;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;9;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;166;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;145;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;137;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;154;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;145;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;170;
Campus São Borja;Pós-Graduação;Especialização em Atividades Criativas e Culturais;Especialização;Integral;18;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;35;
Campus São Borja;Pós-Graduação;Especialização em Serviço Social e Direitos Humanos;Especialização;Integral;15;
Campus São Borja;Pós-Graduação;Mestrado em Políticas Públicas;Mestrado;Integral;15;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;88;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;119;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;72;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;148;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;145;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;9;
Campus São Gabriel;Pós-Graduação;Especialização em Educação: Interdisciplinaridade  e Transversalidade;Especialização;Integral;8;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;27;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;27;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;91;
Campus Uruguaiana;Graduação;Bacharelado em Medicina;Bacharelado;Integral;49;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;150;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;227;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;222;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;267;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;185;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;386;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;39;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;1;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação em Ciências;Especialização;Matutino;44;
Campus Uruguaiana;Pós-Graduação;Especialização em Neurociência Aplicada à Educação;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;39;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;27;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;24;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;46;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;142;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;8;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;249;
