campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Itaqui;Graduação;Ciência e Tecnologia de Alimentos;Bacharelado;Integral;143;
Campus Itaqui;Graduação;Engenharia de Agrimensura;Bacharelado;Integral;160;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Integral;177;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Noturno;219;
Campus Itaqui;Graduação;Matemática;Licenciatura Plena;Noturno;150;
Campus Itaqui;Graduação;Nutrição;Bacharelado;Integral;222;
Campus Itaqui;Pós-Graduação;Especialização em Ciências Exatas e Tecnologia;Especialização;Noturno;24;
Campus Jaguarão;Graduação;Gestão de Turismo;Tecnológico;Noturno;128;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;116;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;39;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;153;
Campus Jaguarão;Graduação;Letras, com habilitação em Lingua Portuguesa e respectivas Literaturas;Licenciatura Plena;Integral;111;
Campus Jaguarão;Graduação;Letras, com habilitação em Lingua Portuguesa e respectivas Literaturas;Licenciatura Plena;Noturno;157;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;178;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;73;
Campus Jaguarão;Pós-Graduação;Especialização em Gestão Estratégica em Turismo;Especialização;Noturno;30;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;15;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Integral;5;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;4;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Institucional;Especialização;Integral;15;
Campus Jaguarão;Pós-Graduação;Especialização em Tecnologias Digitais e Educação;Especialização;Integral;14;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;41;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;203;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;274;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;216;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;148;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;180;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;197;
Campus Santana do Livramento;Pós-Graduação;Especialização em Desenvolvimento em Regiões de Fronteira;Especialização;Integral;7;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;25;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;22;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;213;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;173;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;153;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;174;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;190;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;199;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;32;
Campus São Borja;Pós-Graduação;Mestrado em Políticas Públicas;Mestrado;Integral;29;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;106;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;126;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;95;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;160;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;181;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;14;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;19;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;34;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;128;
Campus Uruguaiana;Graduação;Bacharelado em Medicina;Bacharelado;Integral;89;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;197;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;261;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;244;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;295;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;220;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;437;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;38;
Campus Uruguaiana;Pós-Graduação;Doutorado em Ciências Fisiológicas;Doutorado;Integral;2;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;16;
Campus Uruguaiana;Pós-Graduação;Especialização em Atividade Física e Saúde;Especialização;Noturno;50;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Noturno;29;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação em Ciências;Especialização;Matutino;5;
Campus Uruguaiana;Pós-Graduação;Especialização em Neurociência Aplicada à Educação;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;43;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;36;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;29;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Fisiológicas;Mestrado;Integral;7;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;43;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;60;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;197;
