campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Caçapava do Sul;Pós-Graduação;Mestrado em Tecnologia Mineral;Mestrado;Integral;29;
Campus Dom Pedrito;Graduação;Agronegócio;Tecnológico;Noturno;206;
Campus Dom Pedrito;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;178;
Campus Dom Pedrito;Graduação;Educação no Campo;Licenciatura Plena;Integral;142;
Campus Dom Pedrito;Graduação;Enologia;Bacharelado;Integral;142;
Campus Dom Pedrito;Graduação;Zootecnia;Bacharelado;Integral;234;
Campus Dom Pedrito;Pós-Graduação;Especialização em Produção Animal;Especialização;Integral;39;
Campus Dom Pedrito;Pós-Graduação;ESPECIALIZAÇÃO EM AGRONEGÓCIO;Especialização;Integral;33;
Campus Dom Pedrito;Pós-Graduação;ESPECIALIZAÇÃO EM EDUCAÇÃO DO CAMPO E CIÊNCIAS DA NATUREZA;Especialização;Integral;28;
Campus Itaqui;Graduação;Agronomia;Bacharelado;Integral;287;
Campus Itaqui;Graduação;Ciência e Tecnologia de Alimentos;Bacharelado;Integral;122;
Campus Itaqui;Graduação;Engenharia de Agrimensura;Bacharelado;Integral;132;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Integral;140;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Noturno;192;
Campus Itaqui;Graduação;Matemática;Licenciatura Plena;Noturno;134;
Campus Itaqui;Graduação;Nutrição;Bacharelado;Integral;216;
Campus Itaqui;Pós-Graduação;Especialização em Produção Vegetal;Especialização;Integral;12;
Campus Jaguarão;Graduação;Gestão de Turismo;Tecnológico;Noturno;147;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;124;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;55;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;138;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;176;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;78;
Campus Jaguarão;Pós-Graduação;Especialização em  Gestão da Educação  Básica: Articulações Entre o Político e o  Pedagógico;Especialização;Integral;29;
Campus Jaguarão;Pós-Graduação;Especialização em Cidades,Culturas e Fronteira;Especialização;Integral;21;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;51;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Integral;17;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Matutino;37;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;16;
Campus Jaguarão;Pós-Graduação;Especialização em Metodologia no Ensino de Línguas e Literatura;Especialização;Integral;13;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Clínica e Institucional;Especialização;Integral;38;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Institucional;Especialização;Integral;27;
Campus Jaguarão;Pós-Graduação;ESPECIALIZAÇÃO EM TECNOLOGIAS DIGITAIS E EDUCAÇÃO;Especialização;Integral;22;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;47;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;215;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;265;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;204;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;94;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;164;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;185;
Campus Santana do Livramento;Pós-Graduação;Especialização em Desenvolvimento em Regiões de Fronteira;Especialização;Integral;7;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Estratégica de Pequenas e Médias  Empresas;Especialização;Integral;24;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;30;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;10;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;208;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;176;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;150;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;166;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;163;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;198;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;37;
Campus São Borja;Pós-Graduação;Especialização em Políticas Públicas;Especialização;Integral;16;
Campus São Borja;Pós-Graduação;Especialização em Serviço Social e Direitos Humanos;Especialização;Integral;25;
Campus São Borja;Pós-Graduação;ESPECIALIZAÇÃO EM ATIVIDADES CRIATIVAS E CULTURAIS;Especialização;Integral;18;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;111;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;130;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;88;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;170;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;172;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;9;
Campus São Gabriel;Pós-Graduação;Especialização em Educação: Interdisciplinaridade  e Transversalidade;Especialização;Integral;8;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;27;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;31;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;125;
Campus Uruguaiana;Graduação;BACHARELADO EM MEDICINA;Bacharelado;Integral;60;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;180;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;238;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;243;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;290;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;203;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;431;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;38;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;29;
Campus Uruguaiana;Pós-Graduação;ESPECIALIZAÇÃO EM EDUCAÇÃO EM CIÊNCIAS;Especialização;Matutino;44;
Campus Uruguaiana;Pós-Graduação;ESPECIALIZAÇÃO EM NEUROCIÊNCIA APLICADA À EDUCAÇÃO;Especialização;Integral;28;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;39;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;35;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;27;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;49;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;121;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;6;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;6;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;109;
