campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Itaqui;Graduação;Engenharia de Agrimensura;Bacharelado;Integral;133;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Integral;140;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Noturno;192;
Campus Itaqui;Graduação;Matemática;Licenciatura Plena;Noturno;134;
Campus Itaqui;Graduação;Nutrição;Bacharelado;Integral;216;
Campus Itaqui;Pós-Graduação;Especialização em Produção Vegetal;Especialização;Integral;12;
Campus Jaguarão;Graduação;Gestão de Turismo;Tecnológico;Noturno;141;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;122;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;55;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;136;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;175;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;75;
Campus Jaguarão;Pós-Graduação;Especialização em  Gestão da Educação  Básica: Articulações Entre o Político e o  Pedagógico;Especialização;Integral;28;
Campus Jaguarão;Pós-Graduação;Especialização em Cidades,Culturas e Fronteira;Especialização;Integral;21;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;46;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Integral;17;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Matutino;37;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;16;
Campus Jaguarão;Pós-Graduação;Especialização em Metodologia no Ensino de Línguas e Literatura;Especialização;Integral;5;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Clínica e Institucional;Especialização;Integral;30;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Institucional;Especialização;Integral;27;
Campus Jaguarão;Pós-Graduação;ESPECIALIZAÇÃO EM TECNOLOGIAS DIGITAIS E EDUCAÇÃO;Especialização;Integral;22;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;46;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;213;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;268;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;201;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;94;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;166;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;184;
Campus Santana do Livramento;Pós-Graduação;Especialização em Desenvolvimento em Regiões de Fronteira;Especialização;Integral;7;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Estratégica de Pequenas e Médias  Empresas;Especialização;Integral;22;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;30;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;9;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;208;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;172;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;150;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;166;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;161;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;196;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;35;
Campus São Borja;Pós-Graduação;Especialização em Serviço Social e Direitos Humanos;Especialização;Integral;15;
Campus São Borja;Pós-Graduação;ESPECIALIZAÇÃO EM ATIVIDADES CRIATIVAS E CULTURAIS;Especialização;Integral;18;
Campus São Borja;Pós-Graduação;MESTRADO EM POLITICAS PUBLICAS;Mestrado;Integral;15;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;108;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;131;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;86;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;168;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;170;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;9;
Campus São Gabriel;Pós-Graduação;Especialização em Educação: Interdisciplinaridade  e Transversalidade;Especialização;Integral;8;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;27;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;28;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;122;
Campus Uruguaiana;Graduação;BACHARELADO EM MEDICINA;Bacharelado;Integral;51;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;180;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;237;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;237;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;287;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;201;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;424;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;38;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;29;
Campus Uruguaiana;Pós-Graduação;ESPECIALIZAÇÃO EM EDUCAÇÃO EM CIÊNCIAS;Especialização;Matutino;44;
Campus Uruguaiana;Pós-Graduação;ESPECIALIZAÇÃO EM NEUROCIÊNCIA APLICADA À EDUCAÇÃO;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;35;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;34;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;19;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;46;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;118;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;8;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;164;
