campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;24;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Fisiológicas;Mestrado;Integral;9;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA EM MEDICINA VETERINÁRIA;Especialização;Integral;17;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE COLETIVA;Especialização;Integral;14;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE MENTAL COLETIVA;Especialização;Integral;16;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM URGÊNCIA E EMERGÊNCIA;Especialização;Integral;21;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;28;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;105;
