campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Caçapava do Sul;Graduação;Geologia;Bacharelado;Integral;193;
Campus Caçapava do Sul;Graduação;Mineração;Tecnológico;Noturno;85;
Campus Caçapava do Sul;Pós-Graduação;Especialização em Geofísica e Geologia Aplicadas a Recursos Naturais e Meio Ambiente;Especialização;Integral;26;
Campus Caçapava do Sul;Pós-Graduação;Mestrado em Tecnologia Mineral;Mestrado;Integral;30;
Campus Dom Pedrito;Graduação;Agronegócio;Tecnológico;Noturno;164;
Campus Dom Pedrito;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;134;
Campus Dom Pedrito;Graduação;Educação no Campo;Licenciatura Plena;Integral;134;
Campus Dom Pedrito;Graduação;Enologia;Bacharelado;Integral;107;
Campus Dom Pedrito;Graduação;Zootecnia;Bacharelado;Integral;181;
Campus Dom Pedrito;Pós-Graduação;Especialização em Agronegócio;Especialização;Integral;31;
Campus Dom Pedrito;Pós-Graduação;Especialização em Educação do Campo e Ciências da Natureza;Especialização;Integral;20;
Campus Dom Pedrito;Pós-Graduação;Especialização em Produção Animal;Especialização;Integral;10;
Campus Itaqui;Graduação;Agronomia;Bacharelado;Integral;257;
Campus Itaqui;Graduação;Ciência e Tecnologia de Alimentos;Bacharelado;Integral;102;
Campus Itaqui;Graduação;Engenharia de Agrimensura;Bacharelado;Integral;119;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Integral;122;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Noturno;152;
Campus Itaqui;Graduação;Matemática;Licenciatura Plena;Noturno;113;
Campus Itaqui;Graduação;Nutrição;Bacharelado;Integral;170;
Campus Itaqui;Pós-Graduação;Especialização em Produção Vegetal;Especialização;Integral;7;
Campus Jaguarão;Graduação;Gestão de Turismo;Tecnológico;Noturno;99;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;102;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;44;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;118;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;135;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;56;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;16;
Campus Jaguarão;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Integral;5;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;4;
Campus Jaguarão;Pós-Graduação;Especialização em Psicopedagogia Institucional;Especialização;Integral;14;
Campus Jaguarão;Pós-Graduação;Especialização em Tecnologias Digitais e Educação;Especialização;Integral;14;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;44;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;161;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;221;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;165;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;88;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;128;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;150;
Campus Santana do Livramento;Pós-Graduação;Especialização em Desenvolvimento em Regiões de Fronteira;Especialização;Integral;7;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;25;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;9;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;163;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;134;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;124;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;147;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;134;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;152;
Campus São Borja;Pós-Graduação;Especialização em Atividades Criativas e Culturais;Especialização;Integral;15;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;32;
Campus São Borja;Pós-Graduação;Mestrado em Políticas Públicas;Mestrado;Integral;15;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;78;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;104;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;66;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;131;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;137;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;9;
Campus São Gabriel;Pós-Graduação;Especialização em Gestão Pública e Meio Ambiente;Especialização;Integral;19;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;27;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;85;
Campus Uruguaiana;Graduação;Bacharelado em Medicina;Bacharelado;Integral;51;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;148;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;210;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;203;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;247;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;169;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;361;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;37;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação em Ciências;Especialização;Matutino;26;
Campus Uruguaiana;Pós-Graduação;Especialização em Neurociência Aplicada à Educação;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;38;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;24;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;22;
Campus Uruguaiana;Pós-Graduação;Programa de Residência Médica;Especialização;Integral;43;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;39;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;114;
